ID,NB,ANOMALY,FULLTEXT
7472,44958,0,عهههههههههههه حمراني بأمتياز
10123,47856,0,هههههههههههه كثير كثير الحد دا مش واخذ بالو خالص من الكثير اللي بتقولي عليه
973,38131,0,الجعفري مطلبناقانون الأحوال الشخصية هو قانون اهل البيت عليهم السلام فماذا سيكون جواب المعترضين غدا
4304,41574,0,اللهم ارح قلبى بما انت به اعلم
14944,53105,0,يامحمد بن سلمان تعمل لعشرين سنة أو أكثر ولا تستطيع التقاعد لأنه لم تحتسب لك سنوات الخدمة فضلا عن مع
12423,50340,0,الخير لا تدع أي شخص يجعلك تشعر بأنك لا تستحق ما تريد
6982,44436,0,مطرح ما خري شنقوه ليس حرا
6090,43499,0,التخصص الوحيد الذي لن تجده يدرس في كل جامعات العالم هو الأخلاق قد يحمله عامل النظافة ، ويرسب فيه ذوي الشهادات العليا
6306,43728,0,إن سألتني كم من مرة جئت في بالي سأقول مرة ، لأنك أتيت ولم تغادر أبدا البنفسج حقول الجرافيولا
10990,48807,0,ياطوني يعني نحن منحترم مصداقيتك بس بظن مش وقتو هيدا الكلام مش شايف الناس كيف مشحونه يعني نحن منتكل عل
15369,53564,0,بلهجتكهلكيت روحت من البيت يابا فلسطينية
16194,54462,0,تعرض امرأتان مسلمتان للطعن بشكل متكرر تحت برج إيفل وسط تصاعد التوتر في باريس بعد قطع رأس مدرس الأسبوع الماضي الشرطة الفر
751,37906,0,لو كان هناك حب لايوجد اهمال ولماذا ميول قلبك
2110,39299,0,ما مات من زرع الفضائل في الورى بل عاش عمرا ثانيا تحت الثرى ،، فالذكر يحيي ميتا ولربما
2279,39478,0,انتصر العراق وببنادق الشجعان تحررت الارض راوة
16649,55896,0,على كيفج وياي ترة لولا شهداءنا الابرار لما تحرر العراق من براثم داعش لولا اولادنه وغيرتهم مقبرة ال
5551,42934,0,قال رسول الله ﷺ ما من ميت يموت فيقوم باكيهم فيقول واجبلاه ، واسيداه ، أو نحو ذلك إلا وكل به ملكان يلهزانه أهكذا كنت ؟ رياض الصالحين
10488,48260,1,انتم وهابيون ولستم سنه يا عبد الشيطان
6081,43490,0,كل عام واهلنا في سلطنة عمان وقطر بالف خير ويارب كل ايامكم سعادة
8266,45826,1,وينن جماعة حلب تباد ؟ ما عم تشوفو اطفال اليمن ؟ آل سعود
13109,51121,0,أشعر بقلق شديد
10553,48331,0,كلفة برنامج المتحدة الإنمائي مليار ليرة
1777,38958,0,أخاف من زود الجفا وكثر العتب مكانك بصدري يضيقويموت شي بداخلي وأعاملك كنك صديق وأنا ما أحب اللي صديقأنا أحب اللي
14714,52862,0,شكرا أخ سعد
3806,41059,0,حتى انا احبش
5868,43266,0,استغفر الله العظيم رب العرش العظيم
8194,45750,0,كتر الوجع بيموت الاحساس
17967,66052,0,ممكن نسأل ، مع مين بالظبط
7676,45177,0,لأنك جزء لايتجزء من مشاعرنا واحساسنا بلفرح ولانك كل الأشياء الحلوه اللتي نمتلكهاولأن ابتسامتك هي النبض الدائم لاست
14360,52501,0,آلي ماكويست لا يمكنني وضع الهزيمة على بوغبا ، لكن نزونزي كان رائعا وهذا هو اللاعب الذي يستحق أن يكلفك ٩٠ مليون باوند
16848,56267,0,هكذا خطط أمير النصرة السابق في مالك التلة ، لنقل المعركة من إلى عبر احتلال مناطق لب
12272,50172,0,سكارليت جوهانسون
1293,38462,0,سعد سيخرج بطلا وسيمضي بالتصعيد ليحافظ على شعبيته الى الانتخابات حتى ولو سقط لبنان
17612,65637,0,بيبقى خطيتي
7501,44990,0,اعترف متوتر ولا لا
2971,40194,1,ايامكم باتت معدودة يا يهود الحجاز ضد آل سعود
5067,42406,0,متحدث كردي لايمكن ان تفصل بغداد قراراتها بخصوص الاقليم عن القرارات والقوى الدولية اللاعبة على ساحة الشرق الاوسط و
1011,38170,0,طيب ليش جيش العزة مهو خايف وفرسان الحق مهن خايفين وكل شريف مهو خايف الحلال بين والحرام
2938,40161,1,لو اغتسل آل سعود ألف مرة بماء زمزم لما تطهروا آل سعود
2635,39849,0,العيافي والله اعلم
244,37388,0,منتقبة سعودية تقوم بإلقاء السحر على طفل في الشارع بالرياض مع من افطرت اليوم كلنا اوراوا ضد نادي
2421,39622,0,يا حي يا قيوم برحمتك أستغيث أصلح لي شأني كله
13873,51966,0,لم نحارب احد ونمتلك اكبر مخزون من الاغاني الوطنية كارل ماركس
14684,52832,0,اخترت لكم هذا الكتاب الماتع حديقة غناء من أجمل ما قرأت جزى الله خيرا مؤلفه الشيخ المبدع د محمد الحمد
2449,39651,0,حياك الله اخي
17934,66013,0,وصباحك يخوو بتهوون
16655,55906,0,الشرعيه الاصلاح داعش غيبة الذيب سوت للخرفان هيبه
6673,44117,0,نانسي عجرم تشوق جمهورها بهذا الخبر
17840,65899,0,قرد
8365,45934,0,اللهم صل وسلم وبارك على حبيبنا وشفيعنا وسيدنا محمد صلوات ربي وسلامه عليه وعلى آله وصحبه أجمعين عدد ما ذكره الذاك
14563,52708,0,وربي انحطوا فالجك
14138,52259,0,هيني دا انا بس بتدلعني
10344,48096,0,دولة قطر بأمر صاحب السمؤ والفخر الأمير تميم المجد تتعامل مع دول الحصار بأخلاق الفرسان وبأخلاق دول
8065,45610,0,الكلام الصادق لا يقتل ،، بل يحيي القلب والروح ،، ويرسخ المحبة فينا
3006,40231,0,الكلام بدون فائدة ثرثرة
6197,43613,0,الوراثة الحلقة الاولى عبر
8500,46085,0,الله واكبر
15050,53221,0,من منكم يأتي بمثل هذا أو أقل ؟ فليتفضل ويقدم عرضه
6568,44003,0,حين يتعمد الاخرين فهمك بطريقه خاطئة ، لا ترهق نفسك بالتبرير لأنهم تعمدوا سوء الظن بك فادر ظهرك لهم واستمتع بالحياة وركز على أهدافك
14306,52443,0,معقول علاج رائع
1467,38639,0,دراجة هوائية على طريق زراعي أكثر وضوحا وأهمية من عربة في قطار على طريق دولي فعربات القطار الخلفية لا احد يحفظ شكلها
2744,39962,0,الموسيقى تأتي في المرتبة الثانية بعد الصمت عندما يتعلق الأمر بما لا يوصف
4126,41388,0,استاذ يا باسيل
9425,47094,0,اللهم ارض عنا فليس بعد رضاك إلا الجنة
13237,51266,0,واحلى لارا وعشيقتها مضويات
1419,38589,1,كيف لنظام يفعل هكذا بأطفال يكون صادقا في شعار على العراق الوقوف ضد آل سعود دين ندين به من
16329,54621,0,ههههههههههه وضعك خطير مرة انتي
10857,48661,0,والعراقي ما كذب قال الحقيقة ليش الحقيقة تؤلمكم مثلا كلمة الحق تقال مافيها شي
9105,46748,0,ريد بنت مطلقه تجي فيسبك اسم الصفحه صعب انسك
5165,42514,0,لملائكة الشروق وبسمات النهار لكل من تعافى من وجع ، وتداوى من الم ، وتوكل على خالقه وابتهل ، وظن بربه الخير ، صباحكم اجمل وصب
2392,39591,0,الله يحمييك
5295,42652,0,لا لن نهزم
6615,44056,0,انا قصدت اخلاقو ماركة باتا
15426,53627,0,لبنان
13519,51581,0,الفرق بانهاء الفرص بالكلاسيكو فقط اخوي الريال شوط اول كان افضل بشهادة جمهوركم قبل جمهورن
14279,52414,0,خبر ألبوم ترسم في المركز ال في قائمة الألبومات العالمية
7616,45110,0,زاد محمد بن سلمان على غباء الإدارة السعودية التهور والجنون تعامل الإدارة السعودية مع الحريري وملف لبنان يثبت أن من يمس
463,37613,0,روسيا باسيل حزب الله هو حركة مقاومة وقد حرر الأرض التي كانت تحتلها إسرائيل وهو حزب مقبول من قبل جميع اللبنانيين
15825,54052,0,ومين قالك اني مخدتش دوري التهاب فالجيوب الانفيه واحتقان فالزور وصداع نصفي مش قادره اذاكر اورجانك يا شذي
9523,47194,0,ياعلياللهم انا نشكو اليك فقد نبينا ، وغيبة ولينا ، وكثرة عدونا ، وقلة عددنا ، وشدة الفتن بنا ، وتظاهر الزمان علينا
4531,41812,1,لم تعد الطائرات تستطيع نقل جيف المجوس حتى تحركت الأساطيل لنقلها
14602,52748,0,وطن تيمور جنبلاط الوطن
13741,51820,0,ويياك اي يبه كثري من هالدعوات ورانا مييد
5282,42638,0,بصلة الرحم تستدر النعم
6520,43952,1,سأدافع عن وسأدحض اي كذبة يثبت انها كذبة ضد آل سعود ، مثلما أفعل تماما مع ومن قال عني حيادية فليصحح خطأه بل
15915,54150,0,اي حراك هذا الذي يصدر باسم ابناء المخيمات ان ابناء المخيمات الشرفاء المثقفين لا يرضون بمثل هذا الاستهتار و تسويق ح
16715,56011,0,لسا في مفاجآت كتير بدأ تصير هيك عاملين علينا حرب نفسيه وهيدي أصعب من الحربيه والله يستر صباحووو
12909,50885,0,خبر بيق بانق تحتل صدارة المخططات الموسيقية المحلية و العالمية بعد اصدار الأغنية بالأمس ، بالمركز الاول في ٨ م
2911,40133,0,حاجي تصرح يا شيخ عم تفقد مصداقيتك
6176,43592,0,انا لو اطول أبلع اللي بحبهم علشان محدش يشاركني فيهم هعملها
3089,40316,0,الرايدالف مبروووگ للأمه الفوز والمستوى وعقبال وتگمل الفرحه النصر
13881,51975,0,مبروك ل عيتاني حريته المستحقة لأنه بريء والمطلوب إجراء محاسبة شاملة وشفافة حتى لا يتكرر ما حصل مع زياد في المستقب
17748,65795,0,هذا الشعب عصي على التطبيع
7532,45023,0,غباء محمد بن سلمان وتهوره جعل الحريري تحت رحمة خصومه وصار خصومه أول المدافعين عنه ليخلصوه من براثن حلفائه ولا يزال ا
14020,52128,0,للأكل
3499,40744,0,عزاء لآل الرسول الكرام بذكرى وفاة رسول الانسانية والسلام محمد بن عبد الله عليه السلام طريق حلة نجف
1224,38392,0,يارب اسئلة الذيابي كلها من ربك ومادينك والثانيه عن النصر والثالثه عن الاحياء قولو امين
6819,44264,0,رئيس الرابطة المارونية في اوستراليا من لبنان موجودون للخدمة
7062,44519,0,سبب المشكله الشاحن
11908,49776,0,الله يرحمه ويغفرله ويثبته عند السؤال بحق محمد وآله
2134,39324,0,والله ما ينعرف لي انام ف اي مكان اجوفة قدامي
15688,53909,0,من وجهة نظري
7528,45019,0,لا تجي بكرة وتنتقد الزهيري و القحطاني وتقول حنا قلنا وسوين
13759,51839,0,عندما تقول سوزان الحاج في التحقيق معها كنتوا تطلبوا مني فبرك هيك أدلة واليوم جايين تفبركوها عليي فهذا يؤكد أن السلطة
13094,51103,0,حفظك الله وحماك
15820,54047,0,قال إخوة يوسف وإنا له لحافظونوقال لهم أبوهم فالله خير حافظا فضيعوا يوسف وحفظه الله ثق بالله وستنعم براحة البال
7259,44728,0,تشوف مافي غير عبد العزيز الي يقدر يجاري الراويين وباقي السماكداونيين منتهين حتى
8409,45984,0,إنك لاتعلم كم تظل كلماتك طويلا في ذهن أحدهم طويلا وجميلا حتى بعد نسيانك بأنك قلتها
3125,40353,0,اعدى يالبوة
7656,45153,0,انا
7850,45376,0,عظم آلله لنا ولكم الأجر وأحسن الله لكم العزاء بوفاة الرسول الاعظم محمد صلى الله عليه واله
10608,48393,0,صل الله عليه وسلم
4494,41771,0,تعادل مسابقة فرن الضيعة
15530,53742,0,كورتوا
6006,43411,0,حبيبتي ي مرااام انشالله بتصلي بالسلامة
9450,47120,0,يوم الاتنين بيحكو اضراب
940,38098,0,وكأن لاموطن لي إلابين ذراعيك
11966,49838,0,مامنتهددلكل من يعادي سوريا اللهم اجعل كيدهم في نحرهم
8744,46357,0,لطفك يا رب
2181,39374,1,انتم اخر ناس يحق لكم التكلم عن العهر السياسي او الاعلامي ، يا حماة قتلة شهداء اذار ، يجب سحب الجنسية
16143,54407,0,أهلا و سهلا بك أنا مصممة جرافيك و مصممة شعارات يمكنك التواصل معي
11627,49475,0,الله يحميك ويطول ب عمرك يارب
15977,54221,0,كين بسيدر
6355,43778,1,لبنان اجمل من وجهك القذر وحكامك ال سعود والوسخين
4046,41306,0,هوا بجد انا هصحي بكرا الساعه ٦ عشان اروح المعهد ؟ ياجماعه ادونا اجازه نريح شويه مينفعش كدا
11250,49082,0,ولسه اللي جاي احلى
9529,47200,0,لدي وبحوزتي فيديوا يثير دهشة لبنان برمته ويهز كتلة المستقبل يتناول كيفية اغتيال الشهيد ال
5366,42725,0,العافيہ هي أعظم نعمہ فاشكروا اللہ عليها دائمآ
10129,47862,0,تحديث أنستغرام آخرين بصورة مع جيجونغ
9433,47102,0,ناس فاضيه بس اذا بدك انا حافظه فوائد النعنع
2697,39913,0,من ورا مقاطع الأراجيل الي ما بتخلص ع سناب شات صار لازم تمسك الموبايل بملقط الفحم
5680,43068,0,أبحث في هاتفك عن شخص بإمكانك أن تبكي وأنت تخبره خلف سماعة الهاتف أنك متعب ولا تستطيع النوم إذا لم تجد أحدا أو خفت أن تزعجه ، فأ
16392,54695,0,كاتب مرتزق يرتزق بقلمهأن تحمل عليه يلهث او تتركه يلهث
8544,46134,0,كل شخص بيشوف على مستواه يلي لو ماهنا اقزام ماقالو هيك مارسيل غانم الرقم الصعب
9712,47398,0,ندين ونشجب كل الأعمال العدائيه التي تقوم بها مملكة ال سعود أكان من تحريض العدو الاسرائيلي لضرب لبنان ا
16593,55799,0,نعم انه إعلان حرب وعلى إسرائيل أن تتأهب لحرب مدويه من قبل جيش الطنطات جيش تابرني قال حرب قال
15036,53206,0,الشعب اللبناني كلو مظلوم منذو اعوام بوجد هذه الطبقة السياسية الفاسدة والظالمة واكبر حالة ظلم
15318,53509,0,لاتصدق احد يقولك اتعب الحين وبترتاح بعدين انا جايه من بعدين محد مرتاح هناك
1473,38645,0,الكاتب عصام حمد والحشرات في الأدب السياسي أخبار بووم
12886,50859,0,لا ثاني واحد
5746,43136,0,هو جريء و ملفت وصاير الموضة بس يختي أحسه يكبر ويخليك كأنك ساحرة
5500,42878,0,روح الانسان مثل الزهور كلما ذكر الله أزهر وانشرح صدره وكلما غفل عن ذكر الله ذبل وأنقبض صدره
10923,48737,0,على وزارة الخارجية ورئيس الحكومة استدعاء السفير الاميركي وتسليمه مذكرة احتجاج على ماصدر منهم حركة ارادة
11628,49476,0,المهم هو خل معاناة الناس مش وقتو نحكي بملف منظمة تحرير وانتخابات وخلافو يجب تمكين الحكومة لانهاء معاناة الناس بعد سنة
13334,51373,0,تكفون ساعدوني
3538,40784,0,لبنان ارضك وشعبك منصان بجيشك ومقاومتك عالحدود سهرانة
1771,38952,0,تصحيح التلاوةتصحيح التلاوةتصحيح التلاوة
9715,47401,0,يسعد صباحك وعقبالك تصيري ام
2349,39548,0,ماساه كل ليله
683,37836,0,يا عمري
14918,53077,0,شكرا كتير وانا بحبك
5562,42946,0,اسمع أصوات برأسيتراودني ک غرامي التي قتلتني بين السطور و تأججت بي ل تجتاحني خلسة بتخلدها في أضلعيف رمتني قتي
10735,48527,0,عجبا لبعض الناس يحبون الشخص الطيب لكن لايعطونه حقه ولايحبون الشخص السيء لكنهم يحسبون له ألف حساب
13007,51000,0,يخطف ممرضات ويعمل نفسه طيب
34,37177,0,طيري طيري ياعصفوره أنا متلك حلوه زغيوره اغنية الطفوله المفضله
4263,41533,0,اسيا بتقول طاقيه بقول طاقيهشفني على راسك وتاج على راسك
16998,56804,0,الصحيح اعفاء كل الشرعيه التي لم تقدم اي تحرير في الجبهات غير دعم الحوثي واطالة الحرب
1266,38434,0,يصبح أسرع فيديو موسيقي لفرقة فتيات يصل مليون مشاهدة
5391,42752,0,جنات عجباني شخصيته مراد و حياة
1602,38779,0,الكهربا قاطعة هنا ، روح كول بيتزا وأسكت
8020,45563,0,يمكن يضربوا الابرياء و الاطفال في المانيا و ممكن يحاصروها او ممكن يجيبوا
16726,56025,0,لك ما خلو بي سوريا سرقوها ونهبوها ودمروها وبقلك تحرير حلب والرقه وادلب ويا عيني على هل التحرير ما خلو
1371,38541,0,الله يحفظه إنشاء الله
15327,53519,0,تقولى نفسك فى قرعة الشامبيونز ايه يا واد يا هاشم اقولك الاتي مدريد ضد روما سيتي ضد البرشاالليڤر ضد اشبيليةالبايرن ضد اليوڤي
2016,39203,0,دعيني اطيل النظر في عيناكي ، فجمال عيناك داء لكل عليل
9668,47352,0,كن على استعداد ؛ ستتألم كثيرا أكثر من كل السوء الذي خلفته بعدك ليس مني بل ممن أضعتني لأجله ، تلك هي عدالة الحياة
15044,53215,0,صور عبق التاريخ
17548,65568,0,صباح الخييير
17827,65882,0,كلكم بزران
11140,48963,0,اخي استطيع العب ضدك بكرا ؟؟
2493,39699,0,مساء الخير جمهوري الغالي تشرفت يوم أمس بإحياء الحفل الخيري الذي أقامته جمعية أصدقاء جامعة بيرزيت في فندق جراند بارك
7098,44558,0,مع الأسف كنت احترمه ، وله آراء إجتماعية وثقافية جيدة ولكن آراءه السياسية مفاجئة ، يادكتور كل شئ يمك
509,37659,0,لم يكن النبي صلى الله عليه واله وسلم سياسيا محنكا فقط ولا قائدا عسكريا فذا فحسب ، ولا مصلحا اجتماعيا فقط ، ولا رجلا بلغت فيه ال
8847,46467,0,شكلي اذا سألوني عن تجربتي بالحب وكانت فاشله
16101,54358,0,لو كل العالم طبع القدس ليست للبيع ولن يمروا العربان الصهاينه
5455,42828,0,صباح النور والخير زينة والمهاجر
12710,50664,0,كلمة لهذا المدرب
632,37785,0,اللهم امين
13074,51080,0,عزيزي يبالغون عشان يحفظون حق بنتهم عشان باجر لا طلقها ولا خذا عليها ماتنقط بالارع ولا تقعد علة
9441,47111,0,يقصد دولة التوحيد المتحدة الامريكيةخلها بيننا
16860,56296,0,اسمعوا يا ناس بعد لا يجي واحد يگول مو اسرائيل اخوان اسرائيل تقرع طبول الحرب مع ايران والساحة هي العراق ولا
15299,53489,0,استر يا ستار
18,37161,0,اول شهيدة في الاعلام الحربي وفي الشعبي ايضا زينب عليها السلام علمت كيف ان تجاهد المرأة بنفسها وكيف ان توصل
902,38060,0,انت لم ترى لان هناك مشكله في بصيرتك
3601,40849,0,هو لازم بعد متمشي الامور منيح وتكون سالكة لازم يخربوها بالاخر
15343,53536,0,رائعة جدا
1786,38967,0,كشفت لهجوم إسرائيلي وتستطيع الذهاب معنا بعيدا
15182,53365,0,صحبت ماما عندنا فبقول لماما قدامها تكتبلي البحث قامت طنط كتر الف الف الف خيرها قالتلي هاتي اكتبهولك ي حببتي انا روح
6685,44129,0,فاتوا باربعه شهداء ان كنتم صادقين
15440,53643,0,ح تعرف قضية زياد عيتاني انتخابية
17085,57010,0,لولا هذا الرجل لكانت داعش والقاعدة والوهابية تمارس جهاد النكاح في القاهرة ودمشق وعمان والرياض وبيروت وبغداد
16218,54488,0,و إذا كنا حزينين في لحظة معينة بصيروا يتهمونا بالطاقة السلبية
5445,42816,0,حين تنتهي يبدأ الاحساس بها
3109,40337,0,حتما ستحبهم لبساطتهم و عفويتهم براءة الأطفال
6089,43498,0,جنت احسه حضن اهلي ، وعافني لوحدي غريب الآن
1899,39080,1,قالها الإمام الخامنئي سيمرغ أنف آل سعود بالتراب ضد آل سعود
11149,48972,0,فش أشي بستاهل بهدنيا لتحزني عليه
3680,40930,0,احرصي على اختيار الشامبو الذي يحتوي على مستخلصات القمح أو الذرة أو الأرز لانها ستؤدي إلى تغيير ملحوظ في صحة شعرك
8578,46175,0,كهرباء غزة بتضيع يا وديع من مكاني هذا اطالب شركةالكهرباء اعطاء الغساله حقها في دورة كاملة فقطاما باقي الاشياء م
13243,51272,0,عطونا اشبيلية
8726,46338,0,قولوا لها إنني مازلت أهواها
5353,42712,0,جايهوب في مقابلة اختار كمشهورة معجبها
4044,41304,0,فوز الهلال الهلال اوراوا
4713,42022,0,اشعر إني محاط بذراع الخوف والضيقاينك عني ؟
1659,38837,0,كذاببن
5213,42565,0,سوف افتقدك كثيرا حين تتساقط الامطار وتملأ رائحة الارض المكان وارتجف بردا وارتجف شوقا وارتجف رعبا ويشت
5519,42902,0,اللهم ما أصبح بي من نعمة أو بأحد من خلقك فمنك وحدك لا شريك لك فلك الحمد ولك الشكر
11301,49135,0,بتزبط حريمز يقبرني جسمك وهيك خصر ما في متلو بهيك عصر
12804,50767,0,والعياذ بالله
1901,39082,0,حملة كبيره في اليوم وخاصة في الأحياء الشماليه من الوهابيه اللعينه اللهم عجل بفناء زمرة والعدوان يارب
1772,38953,0,فرقة فازت بجائزة أفضل فرقة من من الشركة العالمية للترفيه تهانينا للفرقة الأسطورية
5247,42602,0,فوائد البقدونس لتنظيف الكلى
8818,46437,0,ان شالله طالما انا موجوده ماتخاف ههههههه
14916,53075,0,لأول بس
265,37409,0,ال وسهر بقربك و عطر أنفاسك تسكر كل جوارحي يا الروح و بعده ثمالة للآخر أنفاسي من خمر انؤثتك حتى أرتكب معاصي
3573,40821,0,اللهم صل و سلم و بارك على نبينا محمد و على آله و صحبه أجمعين
3932,41187,0,ربنا ولا تحملنا ما لا طاقة لنا به
3455,40699,0,لبنان باسيل إما أن نحتفل مع الحريري الأربعاء المقبل بعيد الاستقلال أو سنخرج جميعا إلى الشوارع بعيد استقلال شعبي
13801,51885,0,طابت ليلتك وليلتي التي لاتطيب
11175,49000,0,فد تظن انك منسي ؛ بينما انت بالفعل منسي فلا تظن بعد الآن
3324,40562,0,هاأرتس الرياض راهنت مرتين على قدرة إسرائيل العسكرية متمنية استهداف الطيران الإسرائيلي للمنشآت النووية الإ
17318,57718,0,عملية أمنية للجيش العراقي والحشد الشعبي ضد خلايا داعش في الأنبار
15830,54058,0,ورد في الأثر والذي نفسي بيده لا يضع رحمته إلا على رحيم وفي رواية لا يدخل إلا رحيم و
2300,39499,0,يجيب معوا كلمة السر لحساب سعد على تويتر شكلن عامليلنوا هاك
3346,40585,0,التحرش موجود عند الكل ، بس ممكن عند الرجال أكتر
8964,46594,0,تعالوا انضموا الي هاوووو
13356,51402,0,احسن انا معنتش طايقه بعد اللي عمله
3530,40776,0,تجيبون فنانة تخلونها للبنات و كاظم الساهر للعوائل هذا ظلم و عدم انصاف يا تكون الفنانة الي بالصورة و غيرها
8359,45927,1,جيش مذهبي ماذا تننظر منهم
16151,54416,0,لا تخف سيأتي الرد المسلمين مو سهلين انا اقسم بهذا
6837,44283,0,اهتم بصحة بدنك ، ولكن اهتم بصحة قلبك أكثر ؛ لأن أمراض البدن يمكن أن تفقدك الحياة القصيرة في الدنيا ، بينما قد تفقدك أمراض الق
6233,43650,0,أتمنى أيضا أستاذة رابعة أن تستضيفي أصالة نصري و شيرين عبد الوهاب و لطيف
17779,65829,0,وصلوه يلا
2769,39988,0,اخبارك
17356,65362,0,انفجارات في بغداد استهدفت محلات الخمور ، الشرطة انتشرت لحماية الملاهي الليلية
5939,43341,0,ما تراه في الاحلام لا تراه في الواقع فعيش كأنك تحلم
399,37547,1,مسلمين ومسيحيين ضد آل سعوديمزقون جسد الأمة العربية والإسلامية بفكرهم الظلامي الوهابي ويعيشون على دماء الأبرياء وأشلاء
15802,54027,0,وكأنه يكبر بطريقة مخيفة ، يقلل عدد أصدقائه ، يواجه حزنه بكل هدوء ، يتجاهل وكأنه لا يرى ، لم يع
14629,52775,0,وحد الله كاكا بتاريخ ميسيظاهرة بتاريخ باقي الاعبين
4135,41398,0,نحن الشفافون كل ما يمر بنا يترك أثرا
11965,49837,0,هذا رأيك لكن هناك اشخاص لهم توجه اخر والدليل في عالم الديمقراطية لا يضمن اي شخص الفوز بالانت
12020,49896,0,الليل لسهر
521,37671,0,يا جماعة نحنا عرب والله العالم وصلت للقمر وابتدوا بعمار مستوطنات وانتو بعدكن شتم ببعض وبدكن تحرروا فلسطين
9952,47665,1,جنود الكبسة ضد ال سعود
16683,55961,1,فش منو كلامك الدولة السعودية الاولى والثانية والثالثة قامو لحمارة الخلافة الاسلامية تاريخك ومعلوماتك مزيفة
9527,47198,0,وثيقة سرية للأمم المتحدة لا دليل على وجود صواريخ إيرانية في اليمن ولا مبرر للحصار السعودي
17233,57483,0,متل القوتجيفالتحكم جبهة النصرةواذا الطيران الاسرائيلي حلق فوق لبنان شو باثر السعودية لا تتدخل في لبنان ، بس
9401,47068,0,يزم ماشي خلص شاطر
17937,66017,0,صباح مجد الكروم الي قاعدة كلها فوق بعض
17452,65461,0,رجع حصني
13013,51007,0,كلام
8475,46056,0,شروكككككككككك مو مال حكم
4604,41894,0,نعزي الامام الحجة عج والقائد السيد موسى الصدر بذكرى شهادة رسول الرحمة محمد ص
7080,44539,0,جينا الدنيا فى لفه وخارجين منها فى لفه وبين اللفتين بناخد لفه
14615,52761,0,يا حلما بعيد المنال صبرا فليس عند الله محال
11798,49660,0,فعلاكلمات ولااروعصباحوووووورد
13453,51506,0,ماذا صنع ذلك الرجل داخلها حتى زينت يداها بحروف العشق بدل الجواهر
145,37289,0,وفي أقدار الله فرح مخبأ ، يسد الوجع مهما اتسع
2968,40191,0,للاسف ماكو
13045,51045,0,والله معاك حق
12078,49959,0,الحمد لله رب العالميين معقول المطر عندكم لهدرجه
13219,51247,0,لٱ تطلبوا من السنوات أن تكون أفضل كونوا أنتم الأفضل فيها فأنتم من تتغيرون هي تزداد رقما فقط يوم الجريح الفلسطيني قروب عشاق
9113,46757,0,أنا عامله بلوك لابن عمي واتس وفيس من زمان ومش فاكرة ليه والله العظيم
8161,45716,0,الله أكبر ٢٩ سنة على نفس الحال هو والله درس وعبرة في الصبر والرضا الداعية المقعد عبد الرحمن الغامدي
17939,66019,0,ههههه حذف تعليقك كمان
10572,48352,0,الحريري ليس محتجز و لديه حرية العودة إلى لبنان متى يشاء انا في السعودية
