ID,NB,ANOMALY,FULLTEXT
14597,52743,0,وطن الرجال الرجال وليس اشباه الرجال الوطن
12445,50363,0,منو ياكوتش الزمن الجميل
15564,53778,0,اللهم وفق زوجتي المستقبلية بدراستها لأنو مستقبلي متعلق براتبها
11070,48889,0,نورت بلدك يا كبير الله يحميك
11131,48953,0,حمد الله على السلامة يا جاي من السفر
638,37791,0,بتقعد بمطعم بتقعد قبال صحن ع الطاولة ، وبكنش عندك اي علم او معرفة اذا وجبتك اجت او لا للشوارما والاكلات المعروفة
12938,50916,0,هل نستحق كل هذا الحزن وقالوا الحمد لله الذي أذهب عنا الحزن ۖ إن ربنا لغفور
7904,45433,0,اين انا بالتحديد
17423,65429,0,تفضليهم كلهم
14715,52864,0,ابغي خليجيه
7895,45424,0,ماذا تعرف عن عملية الموت التي نفذتها مجموعتان تتبعان لكتائب القسام وسرايا القدس في تاريخ ؟
239,37383,0,لاا انا اللي بعطيك وربي عندي كثيييير
16161,54427,0,الادمن احسه بالمتوسط
10919,48733,0,استاذة رابعة اكون سعيد ايضا اذا استضفتي هذه النجمات الرائعات الفنانة نانسي عجرم و شمس الغناي نجوى كرم و ملكة الإ
12295,50201,0,اختبار شامل لمادة الرياضيات للصف التاسع الأساسي وفق المنهاج المطور للعام الدراسي
217,37361,0,زياد اكيد
968,38126,0,العالم في كربلاء يهتف وينادي بصوت الحزن والألم ياحسينالسلام عليك يااباعبدالله الحسين
17132,57201,0,المقاتل السوري المغرر به في تنظيم جبهة النصرة يتحمل مسؤولية إضعاف الجبهة الداخلية نتيجة تنفيذ أوامر والغدر
10840,48644,0,من حدثكم عن زمن مخيف ، فحدثوه عن رب لطيف بعباده ومن حذركم من مستقبل قادم ، فأخبروه بأن لكم ؛ رب رؤوف راحم
10134,47868,0,من يعتزل الناس قد لا يكون إنطوائي أو غير إجتماعي ربما لا يتحمل النفاق و المثالية الزائدة أو مجارات الآخرين في تصنعهم
7384,44864,0,انا هقوم اكل مولتو ومش هبالي باللي حصل دا هه
17476,65485,0,أعددنا العدة وفريقنا القانوني والفني لجولة الإستئناف مع المدعى عليهم يوم وثقتنا كبيرة بعدالة القضاء وبما لدين
95,37238,0,يجي لك يوم وتهدا من تعب ولا رضا ولا بطيبة نفستحس انك غريب وما يهمكغير نفسك بستخاف تحسوعلى مر السنين تصير نفسك
854,38010,0,الاعلام الحر لازم يضل حر ، واذا زاح عن الحقيقة لازم يتصوب مرسال حر بس يمكن بالغ
4786,42101,0,عن ابن عمر رضي الله عنهما أن رسول الله صلى الله عليه وسلم قال لاينظر الله إلى من جر ثوبه خيلاء
10095,47825,0,أصبحت أثني عليك حمدا وأشهد أن لا إله إلا أنت أصبحت أثني عليك حمدا وأشهد أن لا إله إلا أنت أصبحت
16382,54683,0,ولا انا واللي متلي المواطنين اللي بعرفو حقوقهم و بميزوها عن المكارم بعرفوا ان اللي صار عادي جدا و طب
10307,48055,0,اامين يارب
17620,65647,0,اسعد الله يومك
3291,40526,0,وما فقد الماضون مثل محمدولا مثله حتى القيامة يفقد
9839,47536,0,اوووف كلام جميل ومؤثر لدرجة ما بعريف ليه دمعو عيوني من صبح حقيقة والله
13843,51933,1,خنزير نجس حسن زميرررررة طوووووط طوووووط
18077,66199,0,الاعادة يابو خالد تكفى
11821,49686,0,غلاف ريانا لمجلة دازد إصدار شهر ديسمبر
6768,44213,0,المباراة القادمة الاهلي المناصير الأردني ستاد عمان الدولي الأحد مساءا
533,37683,0,تحديث يونغجاي على الانستغرامشكرا ، أنت حقا لم تتغير صحيح الرساله بدلا من
3871,41125,0,كل عام وعمان وشعبها بخير وصحه وسعاده
2860,40081,1,طهر نيعك يا ابن الزعطوط
9596,47270,0,إذا كان لديك عينان فلماذا ترى الناس بأذنيك ؟ عامل الناس بما ترى منهم و ليس بما تسمع عنهم
13950,52052,0,مدريد مدينه جميله عزيزي ديخيا
564,37714,0,علامة يستعد لإطلاق عمل فني جديد مميز وغير تقليدي سيبصر النور قريبا
10605,48390,1,نصيحة للطبل وهاب ارجع لمهنة اجدادك شبائة الحميرودع السياسة لغيرك
9550,47223,0,لما شخص يجلس جمبي ويطلع على تلفوني ؛
13206,51234,0,أحسن نيتك يحسن الله حالك ، وتمنى الخير لغيرك يأتيك الخير من حيث لا تحتسب قروب عشاق فلسطين
7320,44795,0,كاسيميرو مع ابنته وزوجته
4484,41761,0,شو بدك والله مشهور خيي علي ، القائم بالاعمال بحد ذاته متابعك
14264,52394,0,كل ضحكه زرعتها بقلبي جاء مكانها الف حب لك
3711,40962,0,ويمر العمر على مهل على ملل على أمل
1874,39055,0,ابن البلد الخيرية حملة دفء المعونة الشتوية المهجرين قسرآ من حلب ريف إدلبرحم الله من ساهم ونشر
11788,49649,0,أسرار الصحف اللبنانية ليوم الاربعاء
12385,50300,0,مصيرك بتروحين
4669,41975,0,هذه تغريده لسعد الحريري بتاريخ والرجل ليس في نيته ال
16494,55614,0,لا تخشى الإرتباط بامرأة قوية ، قد يأتي يوم وتكون هي جيشك الوحيدصورة إلتقطت في إيرلندا تطلق الرصاص من بندق
12274,50174,0,صورة لطفلة من مدينة القدس المحتلة عادت من مدرستها لتجد الاحتلال الصهيوني قد هدم بيتها وألعابها وذكرياتها الجميلة اللهم احرق ق
7404,44885,0,بعد السماح للصحافيين بدخول رفح تبين أن الدخول فقط لتصوير مؤتمر صحافي للوزراء الموجودين داخل المعبر ، وإخراجهم بعد ذلك
8226,45784,0,جزاكم الله خيرا
10827,48628,0,من قتل رفيق الحريري جسديا قتل سعد الحريري سياسيا
703,37858,0,عبر تويتر إقامتي في المملكة هي من أجل إجراء مشاورات حول مستقبل الوضع في لبنان وعلاقاته بمحيطه العربي وكل ما يشاع
5009,42343,0,يارب ارحم كل ميت انقطع عمله وبات وحيدا تحت التراب
17571,65593,0,عدم كشف جريمة اغتيال العقيد منير ابو رجيلي في قرطبا رغم مرور ١٥ يوما عليها مقلق لأنه يكشف حجم الثغرات الأمنية في المنطق
9561,47234,0,ولد سيدة العهر موزة تبقى سعودية تاج على كل عجمي حقير
5000,42333,0,الشوفان يعمل على تسريع عملية الإيض ويحتوي سعرات حراريه قليلة كما يعطيك الإحساس بالشبع مما يساعد في إنقاص الوزن
9243,46900,0,طبعا الكل رح يشارك وبالطليعة رح تكون الداعم السعودية لأنه لا يصح إلا الصحيح
15761,53983,0,ميزوفونيا هيستيريه
11197,49025,0,بناء على سؤالك اذا الشعب اليمني مش عرب ؟ انا بسألك الشعب السوري والشعب البحريني والسعودي والكويتي والمصري مش عرب ؟ شو دخلك عم
2654,39868,0,والدة الشهيد الخشنانا مش احلا من السيدة الزهراء ع ولا احلا من السيدة زينب الله عطى والله اخذ شكرا الك يا رب وبت
13016,51011,0,أكثر حدة ، أكثر وضوحا مما سبق فلم يعد الإنسان قادرا على تقبل مراوغة بحديث أو تذاكي على رغبة
2821,40040,0,ههههه احسن شو بدك بوجع الرأس
8836,46456,0,يي صح بس لازم هالشي عاجبك بس اذا مو عاجبك متتحمل تسوي هالشي يومين
9843,47540,0,أزمة بين الرياض وبرلين بسبب احتجاز الحريري والأخير
3546,40792,0,الراجل الى بيحبك مش هايشوف غيرك حتي لو كنتي بعيدة عنة بعد السما من الارض
13213,51241,0,شدعوا عاد تدفعون الحكومة تعطيكم و تاخذون الف ولا مادري لشنو وتعطون البنت الباجي
3541,40787,1,آل سعودان كنت تريد الكذب في عينه أدخل هاشتاق كل واحد يا أنه يكذب أو يقول اي شيء ماله علاقة في موضوع و صدقني س
13442,51493,0,سأكتفي بك لا أكثر لأني بعينيك وجدت السكن وبين يديك عشت الشجن وأمام عينيك
5653,43039,0,اصبحنا واصبح الملك لله
9673,47357,0,ونرجع تاني لكل حاجه
14606,52752,0,وطن الفقراء والفلاحين الوطن
9603,47280,0,ماشاء الله هذا إفتتاح مشروع نيوم ؟ قبائل قحطان
17796,65846,0,بحس ببرد واقعد اتدفى وألغى كل حاجة لحد الجو ما يتحسن
228,37372,1,الحيوان اللي بيسموه بابا اي كانوا بدن يسموني مريم
11868,49734,0,أنباء كانت تحكي أنو المعبر سكر عشان المصريين ، بدهم أسماء التنسيقات بالأول مش أسماء الطلاب والمرضى مش عارف بس حاسس في سبب أخر
1066,38228,0,ياحرام على الخوت جن الصبي انعدى من عمو باخراب بيت مرتو
9283,46942,0,انت ارقى من الترقية
1095,38257,0,اعلموا وتيقينوا انهم لم ولن يفرحوا يوما بعاشوراء وانما هذا الفعل من فيض غيضهم والمهم وردة فعل الخبث الذي بداخلهم ا
1037,38198,0,الجبير لن ينعم بالسلام إلا بنزع سلاح حزب اللهطيب تعال انزعه يا فرفور وبلا ما تدفع فلوس لإسرائيل للقيام بالمهمة
5380,42740,0,حلووووو
6381,43805,0,صدق وهو كذوب
10927,48741,0,لا يخيفني ذاك الكائن الذي يرفض وجود الله ، مايخيفني حقا هو ذاك الكائن الذي يقتل ويذبح بكل إيمان لأثبات وجود لله ال
14097,52212,0,لا تقطع رجاء إنسان ما ، ولا تقطع رجاءك فيه
13588,51656,0,أمريكا شيكا بيكا حتى لو أرادت أمريكا ضرب النظام السوري سوف تحدد له الأهداف لكي ينقل منها ما لذ وطاب لتكتمل التمثيلية
5381,42741,0,الحمد لله على كل حال من الأحوال
13494,51554,0,معاليك هل سوف يكون هناك فرصة في هذه الخطة لخريجي بكالوريوس العلوم السياسية على الأقل ليتم إثبات قدراتهم والإست
3607,40855,1,انطم علي تراب ياخسيس ماتستاهلون التضحيات ياكلاب ايران السعوديه طول عمرها واقفه مع الحق واخرتها طلعتوا خون
9787,47475,0,ليش في احسن من الاكل
16943,56620,0,والله اكثر نكسه للزراعة صارت بحداث داعش وره التحرير حكومه تمنع اهالي صلاح الدين يرجعون سنتين يالل
11106,48926,0,ما بيحلى صباحنا بدون فيروز فيروز سفيرتنا للنجوم
12129,50018,0,الشتاء تقول ربي في ه ٓ ذا الصباحإفتح لنا الخير في كل الأمورف ٓ نحن لا ح ٓ ول لنا و لا قوةمن دونك الخير
3108,40336,0,انتي مثلية ؟
3225,40458,0,صاحبه ما خلا صوره حمار الا عمله تاغ
13609,51678,0,جحا او الحمصي
2038,39227,0,ان شاء الله
13534,51596,0,عايشين تاريخ من الاوهام ويقولوا نادي الوطنيه
2455,39657,0,الأفلام والروايات الطويلة مهما كان مستواها أبرد كتير من الروح المتوهجة
4783,42098,0,حين تحبها لا تحسب كم خطوة عليك خطوها نحوها فلا أحد يمشي في الحب الجميع يطير
5571,42956,0,قال رسول الله ﷺ لا يبع بعضكم على بيع بعض ، ولا يخطب على خطبة أخيه إلا أن يأذن له رياض الصالحين
12183,50079,0,صباح هادئ ؛ يبدأ بالحمدلله على كل شي الإبتسامه
7250,44719,0,الله يحميك معالي الوزير
17061,56956,0,اليوم الهيئة غدا جيش العزة بعد غد احرار الشام و الجبهة الوطنية الاسبوع القادم الجيش الحر الأسبوع الذي يليه درع الفرات و ا
16450,55538,0,٢ ١قبل أي اجتماعات اقتصادية منوي عقدها على أهميتها لكن يبقى على أركان الدولة أن يعقدوا إجتماعات كيانية وسيادية لاستعادة زم
4176,41441,1,الأرض بتتكلم عربي آل سعود
2939,40162,1,توصل بالسلامة ومبروك الحرية ، وانشالله ترجع بالسلامة وبالمناسبة انا مثلك ال سعود
10615,48400,0,إسلامنا مع النبي وأبي بكر الصديق وعمر الفاروق وعثمان ذو النورين وعلي رضي الله عنهم ومن دونهم لا اسلام الإسلامي
3582,40830,0,سؤال بس هو الامتحان ساعه انا هلحق ف الساعه دي افكر واحل وكدا دول يادوب استوعب السؤال واعرف ف انهي شابتر
17954,66037,0,وربي وربي وربي وربي وربي قسم بالله درر ورب النعمه
624,37777,0,هههههههههههه الحمدالله مااتزوجت للان خوفي بس تجيني عينات تويتر والا زي دكتوركم ذا وقتها انتحر ارحم
17333,57760,0,الساحة الشامية في وضع حرب وتخبط لا توجد مؤسسات للتنظيم ولا الكفائات والإختصاصات في أماكنها وأنتم تنشرون أخطائنا وتحذرون النا
14073,52184,0,يبووووووووي ظيم والله
6941,44393,0,الإقليمي للمنظمة العالمية للصحة الحيوانية الدكتور عمر حول
11873,49739,0,الرئيس عون تربض إسرائيل على حدودنا الجنوبية وتاريخها مع لبنان ، ومنذ قيامها ، حافل بالاعتداءات والحروب التدميرية ، من اعتدا
13305,51340,0,ما هي الأسباب التي أطاحت تيلرسون ؟
3477,40722,0,مو معقول قديش في ناس غليظة وسئيلة بهالدنيا لا وبيجوا بيعملو أذكياء عليك وبدك تتحمل غلاظتهم
10644,48430,0,لكل من أخطأت بحقة أقدم اعتذاري سوى بكلمة اوتغريدة أو تعليق
7541,45032,0,ما يخيفني انها اصبحت صامتة ، صامتة بطريقة مرعبة ، لا تبكي ، لا تتحدث عما بداخلها ، ولا تكف عن التفكير ، وتحبذ الجلو
8142,45695,0,مروا بسلام مروا خفافا إن لم تنفعوا فلا تضروا
5851,43248,0,حبيبي الغاااااالي نصرااااوي نصراويه وافتخر
6952,44405,0,لماذا يبقى الصوت حاضرا إلى هذا الحد ، لماذا تصون الذاكرة أشياء دون أشياء ؟
2559,39770,0,لم أكن أتصور ان مستوى السخف يصل الى التهديد بازاحة الرئيس عون هذه الاستشارة اغبى من الاستشارة السابقة تبع قصف لبنان بطيرا
14284,52420,0,اندير هيريرا أنا لا أفكر في مانشستر سيتي فقط أفكر في أنفسنا الفوز في دوري الأبطال سيكون هائلا وضخم بالنسبة لنا لذ
11896,49764,0,عيد ميلاد سعيد الى صديقة جاستن بيبر الجميلة هايلي بالدوين
10000,47721,0,الناس للناس مادام الوفاء بهم
14230,52357,0,انحضرت من الرسائل
12398,50315,0,فاقدد نفسي ولا عاد اعرفهامن لقى نفسي يعرفني عليها
12697,50649,0,مصادر الخفية ؛ المخللات الزيتون المكسرات المملحة البهارات والصوصات المعلبات الوجبات الجاهزة رقائق البطاطا
8606,46208,0,لا يمكن لحزب الله أن يستمر بهذه النشاطات وبغطاء من أي رئيس حكومة لبنانية بعد اليوم
8018,45560,0,بضان سحاقية أوي
11991,49866,0,ما فيش فلوس يا حبيبي ما فيش فلوس
1752,38932,0,مقصرين يا غالي
15446,53650,0,فطيسين كبيرين من لواء سمرقند الارهابي اليوم في عفرين هدول الكبار بنشروهم بس الفرافيط يلي عم يموتو بالمئات وبجي بدالهم مئات ما
14371,52513,0,الله يرحمه ويغفر لة ويجعل مثواه
8199,45755,0,قناتين بفرد تلفاز
675,37828,0,إن الله حيي كريم يستحي إذا رفع الرجل إليه يديه أن يردهما صفرا خائبتين
5430,42800,0,يابني أني حملت الحديد الثقيل فلم احمل شيئا اثقلمن جار السوء وذقت المرارهكلها فلم أذق اشد من مرارةالفقر والدين
2126,39315,0,اغلفة الماركا دايما مميزة
8681,46288,0,مدرييييد اليوم يخوووان
4138,41402,0,عن عكرمة قال قال ابن عباس رضي الله عنهما والله ما أظن على ظهر الأرض اليوم أحدا أحب إلى الشيطان هلاكا م
8971,46604,0,بداية أسبوع جديد نتمنى لكم فيه كل الخير والتوفيقنختص في مركز الحل النهائي بصيانة وتوفير كافة القطع اللازمه لجميع
10700,48488,0,الارهاب لن ينتهي بمطاردته نحو الحدود ؟ الارهاب يضمحل عند وجود برامج مناهضة للتطرف ، وعند اعلان الحرب على الفساد
6755,44199,0,عظم شووووو الرجاء الإعادة
2109,39298,0,في الشرقية اليوم شهيد بينهم من الدفاع المدني وعائلة أب وأم وثلاثة أطفال وسط عشرات الغارات والصوار
5221,42573,0,تاج الراس الله يسعد ايامك ويقظي حاجتك ويسر امرك
4122,41384,0,ضباب كثيف في مختلف مناطق قطاع غزة نتمنى من الأخوة السائقين أخذ الحيطة والحذر
85,37228,0,هاام يار الله يعلن تحرير قضاء من قبضة البغاة بالكاملاعلن قائد عمليات تطهير أعالي الفرات والجزيرة الفريق
15639,53857,0,لا أدعي في الدين فقها ولا عميق تفقها ولكن بما شرح الله به صدري لم أجد خير ممثلا لل من دين و
6040,43449,0,سورة الأعراف فأرسلنا عليهم الطوفان والجراد والقمل والضفادع والدم آيات مفصلات فاستكبروا وكانوا قوما مجرمين
12353,50264,0,غردوا للقدس و في حبها و لشرفاء السعودية الرياض والقدس اغلى ما نملك
1041,38202,0,كل واحد يهتم بحالو اصلا خليكي باصالة انتي شو خصك بغيرك ؟
7633,45129,1,آل سعوديهود أمتي الرسول الأكرم ص
12765,50725,0,قال الله تعالى وما كنا لنهتدي لولا أن هدانا اللهكلما أنجزت ٓ عملا صالحا ، تذكر هذه الآيةوما كنا لنهتدي لولا أن هد
8652,46257,0,جديدة عرعر ووزارة الصحة قصة لاتنتهي الا بإطلاع المسئول على الحقيقه بنفسه نأمل من سمو الامير حل هذه القضيه تماطل مستشفي ج
373,37520,0,طلع انو ب لبنان ما في صحافة ب تقبض من تحت الحريات ب بلاش اعلام عايش من و المهم يبقى
8299,45860,0,اه يا قلبي
3637,40886,0,جه وقت مشاعري الحقيقية
3877,41131,0,غيرتك على دينك لا تعطيك الحقبإخراج الداعشي الذي بداخلكإلا لو كان دينك أساسا داعشي
14237,52365,0,عاجل حزب الله يسحب صواريخه و مقاتليه عن الحدود مع العدو الإسرائيلي افساحا بالمجال امام استراتيجية تيار المستقبل الجديد
7254,44723,0,عبد العزيز يكتب كلام غير مفهوم على اساس انتصر
11970,49842,0,في طابور مدرستي الثانوية الغالية حفظها الله طالب في واعظ في حمدا لله
15206,53390,0,غضب أحد جماهير اليونايتد على جوزيه مورينهو في مباراة الأمس
16911,56545,0,شاهد إحراق صور في بعد انهيار مسلحي في
5363,42722,0,اللهم صل على سيدنا محمد عليه الصلاه والسلام
15078,53254,0,ح تعرف السهر من العمر
6447,43875,0,رؤوس أقلام أدبية فتاة اليوم إذا تزينت فتنت ، وإذا ابتسمت سحرت ، وإذا طبخت قتلت منصور
16153,54418,0,مذهله مذهله
17749,65796,0,أسعد ابو خليل ، عن المشروع البريطاني السري للتغيير في لبنان
1056,38217,0,مصطفى إنت شو مقعدك بغزة ؟ الشاورما عنا زاكية
15691,53912,0,ان حزنت أطرق باب الله وإن زاد حزنك أطرق الباب بجهد أكبر لا أحد أرحم بك ولا أحد أعلم بهمك إلا ربك السيد الشهيد مح
13261,51292,0,على اساس انكك كيوته ومحافظه على رشاقتك
3230,40463,0,لازم يخترعوا جديدة ويسموها أنا مش عارف إيه اللي بيحصل ده
14311,52448,0,يمر العمر والدنيآ لقى وفراق واللي سكن ب قلوبنا صعب ننساه
11758,49619,0,رددنا الغنوة الحلوة ، الحلوة سوا حليم
8615,46220,0,هو انا وانت اصحاب والطريق واحد ؟ ولا انا كنت فاهم غلط ؟
8240,45798,0,عظم الله اجورنا واجوركم
4022,41281,1,ال سعود اليس حري بآل سلول النأي بانفسهم عن التعرض لحرية وسيادة الدول العربية
15470,53675,0,سايكز
