ANOMALY,FULLTEXT
0,خليك منتظر ليرجع جبران باسيل الله يرحم ايامك ياميشيل عون
0,اكد وزير الخارجيه اللبناني جبران باسيل الاحد ان بلاده تخطط اقامه تبادل تجاري وخطوط نقل وغاز وسكك حديد مع العراق
1,تضرب انت والفهم يامحترف انت مين انت لتحكي عن السومه هيك الغير احترافي واحد  متلك طشم يحكي هيك عن  كابتن بحجم انديه كبري وللعلم السومه اكثر حدا بادر للالحتاق بالمعسكرات للمنتخب ف سدو لبوزك
0,صعبه يغيروا عاداتهم دغري ياريس نطور عليهن شوي فسادهم متغلغل في نفوسهم
0,مع احترامي لكاتب هالقصيده مين ما كان بالنسبه الي يلي بهمني لبنان وبيروت وشعب لبنان
1,اذا كانت الجرعه الزائده اعطيت له بهدف انه لا يتعذب تحت المنشار  يجب ان يعطوهم جائزه نوبل للقتل الرحيم والله اعلم ياطشم
0,مياومو الاعلام قديش قابضه يافاسده لتحكي بالسيء عن الوزير جبران باسيل
0,طبعا الكلاب معروفي مين مقصوده
0,قبل ان يصل جبران باسيل الي الخارجيه كنت اتمني وصول وزير ديناميكي شجاع قادر علي الدفاع عن الثوابت الكيانيه
1,فخامه الخروف حوله حسن زميره خروف مثل ما عمل منك جاموس كلكم في زريبه حسن زميره
1,ما لفتني الا موضوع انو لازم تكون لائقه عشان واجهه لبنان  ولك ياطشم عم ينضرب فينا المثل بالزباله والفساد ايا لائقه لمبي اه ياهبيلي
0,جبران باسيل اخطات اعترف بالخطا وتراجع عنو
1,تضرب منك لحزب اللات عمللء ياطشم
1,يا بغل العلم الي حضرتك حاطه هو علم تركيا ياطشم يعني مابعرف غبائك العجيب وراثه ام اجتهاد شخصي بس تري يلبقلك علم تركيا لان علم الحمير علي حساب مستجحش
0,في كتير عالم ياخي ما بتعرف او ما بدها تعرف حقيقه فكر جبران باسيل
0,انت بتموت بتبسيط السياسه والمجتمع لكم كلمه مالهن علاقه
1,صهيوني براسك ياصرمايه
0,معق حق جبران باسيل من وين الو الحق يحط خطه كهربا من وين الو الحق ينقب عن النفط
0,التشكيك بصدق باسيل التشكيك بصدق السيد
1,ليك ياهبل احكي ععدد الشعر يللي براسك ياقرع النحس عاملكم عقده اللواء ياطشم
1,لا والله يلعنك ويلعن تركيا وروسيا وايران يارقي انواع الطشم وهل بعد العلوي طشم يلعنك محتل
0,اشتري جبران خمس عشره بقره زرع عشر وترك الباقي يلعبون في الثلاجه فماهي كميه الزيت الموجوده في البيض
0,ليك سؤال كيف بيقدر جبران باسيل بموقعه كوزير خارجيه ما بيمضي عهالمرسوم يوقف هالناجحين
1,اضحكني لك اصحي ياطشم بجوز كلكم تسقطوا هه لعنكم الله انتو والملالي
1,بيطلعلك تنتقد الشعب السوري ياجربان انتوا انجس قوم يابناء ابوجهل وابولهب رائحتكم نتنه مثل ارائكم ياجهله
0,يعلن معهد جبران باسيل للعلوم الماليه عن بدء دورات ماليه اختصاص اداره الدوله من دون ميزانيه الوظيفه مؤمنه
1,ابوجهل عم الرسول ياحمار يامثقف يقطع عمرك روح الغي صفحتك ولاعاد تشهنق يابهيم لاني فعلا هزلت
0,يرحم جدك كان يغرد ع السجره
0,انظروا الي الخبر بشان صهر الرئيس
1,يا زلمه كلهن هيك بالسعوديه طشم
0,سؤال مفخخ اغلبيه التويتريون لا يحبون ولا يطيقون جبران باسيل
1,سكر نيعك ياحقير ياعميل رخيص ياطبل
0,ايه الله العظمي جبران باسيل قدس الله سره ذكر ان امير قطر تخطاء الحصار
1,شكرا قطر واهلا وسهلا باميرها الشيخ تميم بن حمد ال ثاني حفظه الله رغم انفك ايها التافه من انت
0,كل واحد لا توئيده بدك اتحطوا بالسجن اذا الكل يتبعوا هذا السلوك لا يبقي احد بلبنان خارج السجن
0,هذه الترجمه كامله للمقطع تاني مره تعلمي اصول المهنه والتحقق
1,سعودي عالنوم ياطشم بيكفي هبل لليوم ما بدك تخلي شي لبكرا
1,كول هوا ياحمار اليوم
1,عقبال مانكسر راسك يابهيمه
1,هه فشرت برقبتك لانك غيران وهبيله هه زحط روح انقبر اقراهن بالاول يابسين
0,اقسم بالله ما حدا بدو حكيم نفسي الا انت مش طبيعي والله العظيم
1,وئام وهاب والله لو وجدت من هو اقذر منك او اسفل او اكثر انحطاطا لدفنت نفسك انت عنوان للرذيله والدياثه
1,ع فكره مو بس المثقفين العرب حمير في مثقفين اجانب بيوزنوا الف مثقف عربي بالتياسه
0,والله ياخي البلد ما بقي منو غير العظم الله يرحم ايام السنيوره طلع اشطر الشيخ
0,وطننا يحتاج الي شعب جديد
0,شو اشبو سعيد ميرزا يافهيم  ما كنت انت وغيرك بدكن رضاه
0,لا يادحوم ليش البلوك حرام عليك
0,ما بقي تقول له بك  ان زمن البكاوي دفن وانتهي واصبحت عظامه مكاحل
0,قد ما تملقت حنجيبك العقاب لوهاب وهاب قاتل ابو دياب
0,هؤلاء الي مزبله التاريخ
1,هي تركيا العاهره ذات الشعب القذر والقوميه القذره ويلي عملتو منها انتو الاخونجيه كعبه للمسلمين اللهم دمر تركيا ارضا وشعبا
1,صح بشار ابن كلب بس قليل اللي عم يعملوا بالسورين شعب عرص منافق بلا ضمير بيكون لاجئ بيصير بده يتطاول عللي مستضيفه
0,هذول اكراد من جماعه معروفه اسنيورت كلهم اكراد عنصرين
1,يخرب بيتك ما ابشعك
1,كذاب بنص عيونك لعنك الله ياكاذب تكذب وتنافق كي تدافع عن اسيادك الاتراك المجرمين تف عليك وعلي الاتراك الارهابين
0,واله اللي ختشوا ماتو حاج بقي قرفنا كتير واللعبه مكشوفه العقاب لوهاب وهاب قاتل ابو دياب
0,من كان منكم بلا خطيئه فليدعم الشعب السوري
0,الي شركائنا في الوطن من المرده الي حركه امل الي القوات الي الكتائب الي الاشتراكي الي فلنتفق علي نقطه عدونا الموحد
1,هو من حزب الحق والعقل يابهيمه الاخوان
1,بسكوت وراحه سموها هيك بس بلواقع هني قصدن خراس وريحنا
1,ما يصير تقول عن البنت ناقصه عقل وانت لاحقها من شارع لشارع يابهيمه
1,جوليت چوليت يابني ادم براس بهيمه
0,لكن حضر حالك ياقمر
1,لن ارد عليك يابن المتعه يالطام النعال ليس لاني اكرهك واكره دينك  فقط انا احتقركم
0,شكرا قطر واهلا وسهلا باميرها رغم انفك وانف من يعارض واذا هاي القمه ماكان عندا ولا انجاز بكفي انجاز
1,روح كول هوا واتمرقد
1,السومه تاج راسك ي كلب
1,السومه كلب بشار وبشار كلب ايران
1,لقد كان عاما مليئا بال يلعن روحك ياحافظ
0,شو عم تاكل كتير شاورما من عند معلمك
1,ولك ياجحش انتوا من ايوم الاول مطرودين ليش تبكي تبكي امك عليك بجاه ربي يلعن روحك ياحافظ علي الخرا لي خلفتوا
1,كول هوا انت الثاني
0,كل المباريات خارج مجلس الخدمه المدنيه معرضه ان تخضع للمحسوبيات والواسطه ونقطه عالسطر
0,بينحب الوزير ملحم رياشي بس ليش الوزير جبران باسيل بدو يكون عطول الحاضر الغايب
0,تكرمي بنت العم ؛المهم بالموضوع انو البراظيل ما رح تفوز بالكاس وسوف نري
0,ويطولنا بعمرك شيخ الجبل
0,لا مسؤولي عن الاعاقه الفكريه لامثال معاليك يابيك
0,عالحق ما حقها شي  تحياتي
0,في فئه من الناس لما تحكي بالسياسه اي رئيس مو مهم مجرم قاتل مختلس نصاب فاسد المهم انو مؤيد للقضيه الفلسطينيه ولو بالكلام
1,جبران باسيل لا يمثلني يمثل نفسه والعيله وحزب اللات الارهابي
1,هدول مستعدين يقتلوا الناس هيك شروي غروي لازم نقتلون كلن
1,طيب كول هوا اذا بدك تقلل ادب يلا انقلع ظحط
0,والبري من اين له هذا مافبديكم لالو
0,مش معروف شو بدو  شو عدا ما بدا
1,فراس الخطيب كلب خاين لدماء الشهداء
1,اللي استقبلوك اتفه منك ياخونجي ياخائن
0,عوي شي جديد
1,حذف تغريدته لانه كلب من كلاب الترك شركسي الاصل او يوناني
1,كول خرا
0,ليس لوزير الخارجيه جبران باسيل الحق بدعوه الجامعه العربيه لاعاده نظام الاسد اليها بل هذا موقف تتخذه الحكومه اللبنانيه
1,مسكين مصدق روحك واهل لبنان ردو عليك وايران وروسيا ايش دورهم في سوريا وانت اكبر داعم للارهاب يالمنافق
0,الله حيهم بني معروف
1,جورج روق قاصي مرتشي كلب مثلك رح نشوف قديش جورج رزق بدو يبقي قاصي فاسد انت ياشركسي مش مطول ولا عيلتك في الله
1,نحن اللبنانين ما بدنا يسلمو سلاح للدوله لان شايفين كتير منيح الدوله شو عم تعمل بالشعب روح كول هوا ونام احسن
1,كول هوا يابو هلاله
1,وئام وهاب تتذمر من زياره الكلب وانت ذيل له ماهنا فرق بينكم كلكم خونه وماضيك لايشرف
0,انت القدوه ابو هادي
0,يا فهمان يامقاوم حرر القدس وشو بدك بل الخزعبلات حرر بلادك وشو بدك بغيرك ونحنا معك انسي السنه والشيعه ساند حماس وفتح ولا فتح خزعبلات كمان ونقطه ع السطر
1,انت كلب واطي بل اخلاق مجرم توام بشار الاسد كلب منحط غير درزي شركسي ارحل قبل ان نرحلك الي جهنم ياوليد حزا
0,ما حدا بمثلني غير الشيخ نعيم حسن واقتضي التوضيح
1,راك شركسي ياكلب وفوقها قاعد تعطي في رايك ياتركي حقير
0,عن اي عرب تتكلم روح ياشيخ الله يهديك المهم الجيبه مليانه والمعده مفوله والدماغ طاير
1,ارمني يوناني يحمل جنسيه المانيه من مواليد سوريا يعني ابوه كان لاجئ كلب ابن شحاطه بسوريا كاتب علي واجهه شركته الخاصه يجب ان ترحل ميركل لك ياحيف علي الفول والحمص اللي اكلته ببلدنا يابن الصرمايه
0,مصاري مافيش لو بتفقع الف مالح تاخد
1,كلكم خروات ياحكام العرب ومخابراتهم وبيجوا اولاد الكلب بقولولك يعني شو البديل يجو الاخوان والقاعده لو يجو ويدبحوكن واحد واحد بسكينه مصديه قليل عليكون
0,عاملك عقده الله يعينك
0,اجراءات انه يفشل وتطلع بريطانيا بدون صفقه يعني
1,بعده هالبغل عايش
1,ارمني كلب حقو فرنكين مرتزقه وحثاله بهدلتو ومسحت فيه الاراضي وما جاوب
1,اصلا كل البنات جاهلات
1,حاج تحلم يانبباح بشار انتهي الي غير رجعه
0,ما حدا بموت والو عند التاني شي ياقائد العين بالعين والسن بالسن والبادي اظلم انشالله بكرا بذوب الثلج وببان المرج
1,هو ماهو بالاساس كلب ارمني لاجيئ
0,كنك شان حمله علي قطر شكلك عايز مصاري من السفير السعودي سعاده السفير مش هيعبرك
0,خدوه وبيطلعلكن معو امير المقعد الشاغر طلال ببلاش
1,بصراحه معنا حق اسالت البنات بنص الماتش مستفزي وغبيه
1,طلع كلب تفو علي السومه  والله كنت بحبو بس للاسف طلع خاين لبلده واهله وناسه
0,قصدك قصر المتاجرين الجدد
0,لو في دوله بتحترم حالها كما قلت
0,شي بيعوض عن شي الانجقام ببريطانيا ارحم من الانجقام بسوريا
0,شو ما كان وبدك كبسون تكرم يامحترم
1,كول هوا مره تاني وحلوا عن طيزو وطيزنا ومقلعين شوكنا باءيدينا ملا صرمايه
0,يا لطيف شو هالهضامه عم تشرشر هه
0,وزير الخارجيه اللبناني جبران باسيل شكر امير قطر وقال ان وصوله الي بيروت مبادره لكسر الحصار عن القمه العربيه الاقتصاديه
1,ساكطه السواكط نازله هبد بالشوايا علي صفحتها الفيسبوتشيه وصار لازم ترد عليها بحزم كليلن فكط لا غير ياقالي
1,انا براي تسد نيعك وما تتفلسف كلهم فاسدين انا بوافق بس تبيض وتطبيل من المتخلفين الكل…
0,خليك ع لكل كلمه بيحكيا الزعيم الكبير الكبير وليد بيك جنبلاط قالها منذ يومين صبرنا طويل جدا
0,عندنا مثل يقول البيض الفاسد يدردب علي بعضه
1,مياومو الاعلام وشائعاتكم ما رح تغبروا عل صرمايه الوزير الملك جبران باسيل يلي بتشرف اعلامكم واصحاب محطاتكم الماجورين
1,ياخي انا بكره البنات كره العمي
1,اودع مليار عشان حزب الشيطان بلبنان يمر بمرحله صعبه بعد ما توقف الدعم الايران اثر الحصار عليها
0,ضب حالك افضل ماتحكي بشغلي مابتفهم فيا شكور ربك بعد في عرب بيوقفوا حد بعض وقطر تاج راسك وراس الكل
1,خسئت لبنان وكل الدول اللتي تدعم نظام الفسد لعنه الله عليهم
1,بكره كل البنات نفس الريحه
1,سارقا من عند اومك مش شايف قديش بتشبها هيدي كانت تقعدك عليها لما تعزب يانوتي ونسيت قلك كول هوا
1,دويله قطر بحق دوله مارقه فاسده سيئه السمعه
1,ما خبرونا كلاب تبع قافله ام تي في بيعوا بالعربي او الفرنسي
1,ايوا فضحو حالكن ياكلاب سعوديه واحد ورا واحد اعلام سعودي قاطعوا ام تي في
0,واخيرا اعترفتي ليش جبران باسيل مكروه عند البعض
1,بيكفيكن عهر وكذب وتلفيق اخبار بحق جبران باسيل جماعه بلا اخلاق بلا شرف بلا كرامه
0,كلنا معك ويكون عمرك طويل
1,قناه ال ام تي في بتسوي صرمايه هيه واصحابها والي داعمينها السعوديه وبيت الحريري اشرف منكم ياكلاب
1,قديشك واطي يامارسيل السيد نصر الله مش بس بي الشيعه هو بي كل لبنان وكل حر عندو كرامه بهالدني واكيد انت ما عندك ياها ولك تفي صار الوقت
0,توني لازم قال جبران باسيل انه اذا احترمت اسرائيل امننا بلبنان فنحترم امنها
1,هوا عليك وعلي كل الالوان نحنا عنا لون واحد برتقالي غصبا عنك يابن الكلب
0,اما وزير الخارجيه جبران باسيل فكان له جهد حثيث وكبير في التوصل الي صيغه عربيه مشتركه تدعو المجتمع الدولي الي تحمل مسؤولياته
0,فيق علي حالك وانتبه ما تقول شكرا قطر بعد عده اشهرمن شهرين كنت عم بتسب ارسلان
1,انت حمار باللغه العربيه
0,مبروك عليك ومقاومه عن مقاومه بتفرق وبخصوص التسجيل معك حق بدنا توضيح ويا ريت ينفتح تحقيق
1,كل ما تنزل تغريده بتكون حتجن ياهبيله
0,زين العمر لهذا احب جبران باسيل
0,جبران باسيل للمره الثانيه علي التوالي يقر بحق اسرائيل بالوجود والامان
1,خراس ما الك علاقه
1,ما انتو بحد ذاتكم الباطل عن اي حق عم تحكي ياجلبوط
0,دوله ما زالت قائمه علي القانون العثماني عاجزه عن محاسبه عماد العثماني
1,كلب ابن كلب من كلاب ام تي في
0,ع نات شادي مع جبران باسيل شكرا قطر
1,يا كلاب يام تي في جيبو سيرت فلسطين انتم الصهاينه عملاء
0,وممكن تطويل لسانك علي من ينهب الدوله
1,اكبر متخلف عرفتو الدوله اللبنانيه انت هيك عم تحرق دين العيش المشترك ياعنصري ولك اني كنت ايد الرئيس
0,شو خص جبران باسيل ما فهمنا
1,ومبسوط فيها ابن الحرام متل بعض السياسين الي عنا بتنشر عرضو بقلك الدنيه عم تشتي
0,لو بتحيد كنت بترتاح وبتريح
0,الملك جبران باسيل بوزع شرف وصدق واخلاق ع كل اللي متلك
0,روح جيب كهرباء وبلا هل شعارات الوهميه يلي قوم شتغل ياصبي
0,ما في حق بيضيع وخاصه حق المظلوم الله يحميك ياكبير
0,مش جاين نسجل نقاط علي بعض
0,جبران باسيل ياسف لغياب ليبيا عن القمه الاقتصاديه ويتحدث عن عوده سوريا الي الحضن العربي
0,يلي عنده جبران باسيل وبي الكل ما بيلحق ع انجازات
1,ما حد طلب شهادتك يالوح
0,كلام مزبوط مليون بالميه وليد جنمبلاط انت عليك بعبيدك اما نحن الاحرار ما الك هلاقه فينا
0,خدو هالتغريده وروحوا نامو انتزعه السهره الهارب من العداله بيحي وزير العدل خبصها مبارح هاجم العدل والعداله والداخليه
0,شيخ عقل في دويله حزب الله وليس في دوله لبنان
1,وائاب وهاب وجريده الاخبار وصرمايه عماد عثمان بتمكم يافاسدين يامنافقين لك انت ونظام وايرانك علي اجره عثمان
0,خود تصبح هيدا شكلو كل ما يسمعك عم تحكي عليه
0,مو مشكله رفيق رفع الروح المعنويه وحشد الطاقات فرض عين علي كل مواطن
0,كرمال هيك الممثلين الحقيقين لم ياتوا فكر فيها
0,فبركت الكذبه وصدقت حالك مفكر الناس مصدقتك العقاب لوهاب وهاب قاتل ابو دياب
1,عم بحكي عنك انت ياخرا
1,اعتقد ان مارسيل غانم هو واحد حيوان
1,مارسيل غانم عباره عن كلب عوائه ونباحه فارغ
0,جبران باسيل الوزير الملك
0,كن عزيزا واياك ان تنحني مهما كان الامر ضروريا فربما لا تاتيك الفرصه كي ترفع راسك مره اخري عمر المختار
1,مارسيل غانم انت واحد كلب حقير مرتشي لاذمه ولا ضمير
1,ليسوا  كل ابناء المتعه الخنزيريه من النصيريه او المجوس او الشيعه بل هناك من بقيه الاديان ايضا
0,وبشر الصابرين بالفرج
0,ليش بعد في مؤسسات دوله معالي الوزير بدك شعب ليكون عنده دوله والردود عليك بهيدي الطريقه
1,طز فيك وببرنامجك يامارسيل غانم كلب سعودي تفه لك لو حدا عم بهاجم السعوديه متل ما هاجم ضيفك روؤساء لبنان لكنت طردته من الاستديو بس كلب متلك سعودي بتاخد كلامه بابتسامه ولا كانه حكا شي تفه
0,اخر فضيحه
1,ولك انت مين ياحشره لحتي تشبه حالك للعملاق مارسيل غانم
0,جبران باسيل من الملتقي الاقتصادي العالمي في دافوس ينصح لندن واشنطن
0,جبران باسيل وزير الخارجيه اللبناني اسلوب وقح في خطاباته الان تاكدت لماذا لبنان بلد تعج بالزباله
0,سبحان العاطي وقتها ما كان معو حق قشاط جبران باسيل
0,شيعه بعلبك والجنوب بيشتغلو بشركات وفنادق في قطر لانون قرفانين لبنان يلا قرربت
0,شو النفع في الاف الفلترات والتطبيقات لتجميل شكل الانسان ولا تطبيق لتجميل نفسيتو
0,منتمني عالفرق تعطي كم ماتش للسلام زغرتا لان وضعن مخطر بالهبوط عالدرجه التانيه مع الراسينغ
0,نحتاج الي مسؤولين جدد لاداره الوطن
1,شحاد بكرافاته يلعن روحك ع روح ملكك ع روح الاسد
0,اذا العونيه السياسيه طفت قلبكن جاي الباسيليه السياسيه تفلجكن وتخلص عليكن كابوسكن صبح وضهر وعشيه جبران باسيل
1,قذر مقرف حقير سافله اقل مايقال عم مارسيل غانم
1,مارسيل غانم انتحر اعلاميا للتو ظهر عن طريق الخطا بالبث المباشر علي فايسبوك في غفله منه وبتوقيت قاتل ركز علي اخر المقطع هذا ديدن اللبنانين اللسان عسل والقلب قذر
1,مارسيل غانم سد نيعك
1,اين مهنيتك ياصلع ياعبد المال شكرا لحقدك المدفون تفه علي مارسال غانم
0,اذا ارادت اسرائيل حفظ امنها وهذا حقها
1,كلاب جبران
0,تعو نفكر ليش الشيعه يلي اكلين البيضه والتقشيره والدجاجه بالبلد بضلن مزعوجين من جبران باسيل
0,تبقي الخراف كل عمرها خائفه من الذئاب علما بان الخوف الحقيقي هو الراعي
0,جبران باسيل ضربه عالحافر ضربه عالمسمار ساعه مع المقاومه ساعه مع امن اسرائيل ساعه ما في مشكل ايديولوجي مع العدو
0,عفكره اذا حطينا تنين جبران باسيل فوق بعضهن بيطلعو واحد تميم بن حمد
0,مزرعه وكل واحد فاتح عا حسابو
0,انا كمان وتونس عظيمه
1,والله مافي اهبل منك
1,يا ريت حركه امل وبري بردوا عا كلاب المستقبل امثال القرد علوش وغيره اد ربع ربع ما بردوا عا جميل السيد
0,قد ما هل العهد قوي فخامتو ميشال عون وصهرو اللي داعمو جبران باسيل اخذوا قرار ينهوا العهد بلا حكومه
1,سحسوح ع رقبتك انتي ومعلمينك اوباش
1,حبيب فياض اعترف بمقابله تلبفزيونبه بانو زعران حركه امل كلاب بيعضوا
1,كول هوا انت وياه ياواطي عرصات من بلادي
0,وهابو كلمتين بيناتنا ما حدا سامع ولا شايف من بعد ما ضحكك تاج راسك سعد الحريري كم لبناني عم يضحك عليك
0,الكردي بسوريا ما كان يسترجي يحكي كردي قدام العالم والقبطي بمصر كنيسته بتنهد فوق راسه بس انو قمع هاد مافي قمع
1,كول هوا العمي شو انك حمار
1,جبران باسيل حطرني لك ليش ياحيوان
0,لقد بني في الصحراء مدينه رائعه هي دبي ونحن حولنا وطنا رائعا الي صحراء بفضل عصابتنا الحاكمه
1,روح لطوم راسك بالحيط وعيط ما شفت اوسخ من كلاب حركه امل من كبير العيله ونزول
1,تعا لدق راسي فيك ياحيط وبالنسبه للكلاب العونيه احلي كلاب ع المزابل
0,ويكيليكس كشفت قديش جبران باسيل والعماد عون طلعو اوفياء للمقاومه مش متل غيرن بس هيك
0,وهاب لا يحارب الفساد وهاب يحارب الاشخاص الشرفاء وهو مدفوع لذلك همه الوحيد الهجوم عالرئيس سعد
1,فشرت ياكلب نحنا يلي داعسينكن من  وقت مدعسنا الفطيسه بشير
0,نحتاج الي مسؤولين جدد يعملو علي اعاده الوطن الي الاحلي
1,هول هني ذاتن كانو كلاب الفلسطينيه ضد حركه امل
1,والامامو علي انه كلاب اربتعش اذار ما بدن الي شباب حركه امل
1,انت لا مرحبا بك بلبنان ياوهاب الصرمايه
0,مؤمنون بلا حدود طلعت بالاخر ليتها الحدود
0,والله ياستاذ وئام بعتقد انو الشعب صار بدو تغير لانو غاشي وماشي
0,طال عمرك ياقائد ياجبار
0,السياسه هي ملجا الكاتب الفاشل ميشيل عفلق
0,معقول احمد ياسين عم يشتغل مستشار اعلامي لمعالي وزير الخارجيه جبران باسيل
1,كلاب حركه امل فلتانين ع السورين
1,يا عمي روح كب حالك بارب زباله يازباله ريحتك طلعت يامعفن
1,الله اعلم شو في دماء ب رقبتك انت ياوهاب الكلب العقاب لوهاب وهاب قاتل ابو دياب
0,جبران باسيل ادان الانتهاكات الاسرائيليه المستمره يوميا وهذا واجبه ليس منه ولا موقفا مقاوما
0,هه من يقول هذا جبران باسيل المسيحين يريدون تطبيعا من فوق الطاوله
1,الاوغاد تبع تويتر قفلولي حسابي امبارح قال هالتويته الموجهه لبغل الممانعه شافوها ما هذا الهراء
1,كول هوا يزم
0,وزير خارجيه لبنان جبران باسيل اذا ارادت اسرائيل حفظ امنها وهذا حقها
0,وهاب حبيبي والله ضيعتني بربك انت مع مين صدقني ما بقول لحدا سرك ببير وشوشني حتي ارتاح
1,روح انتحر كب حالك بالبحر اطهر ارض وانجس قوم
1,سد نيعك ياصرمايت بشار
0,ولله لو عملتوها ع سكايب وبلا هالبلبوشه
1,روح كب حالك بالزباله ولك انت مابتنقبل حتي بتدوير النفايات ولك ياجحش الرئيس عنا مقدس انت شو حشر انفك مشتاق لشي بوط عسكري ولك حيوان
0,نحنا الاخلاق ياحذيفه ولو
0,هاد يلي بجيب المسبه لحاله
0,باسيل لاعاده النازحين ودعم قطري للبنان باسيل يبحث لحل عقده تشكيل الحكومه
1,العاهره متلك بتدعي العفه والحرامي بيحلف بالبراءه
1,كل الصواريخ وماصار عنا شي اعرف ياحمار الله معنا انتو مين معكن كلاب السعوديه سلمان لبغل لي باع شرفوا انصحك بدراسه التاريخ
1,يا جربوع الاكثريه هي لبتحدد ولو بيكفي شهاده عبارتك الشهيره كمان شاركت بالشحاده وبدكن شيخ الكن طيب
0,الله يريحنا من جبران باسيل بليله ما فيها ضو قمر
0,الله يحميك يابطل
1,روح ولاك تعلم تاريخ وادب بعدين تعال ناقش ياطائفي ياوهابي
1,روح بعيد ولاك سعودي وهابي كلب ياهل الاجرام والنجاسه يايهود خيبر
0,هلق هيدا يلي طلع معك جبران باسيل متل جيري ماهر وقطيش
0,عماد عثمان مجرم الله معك معاليك
1,انت يافارس ياواطي يارافضي يامجوسي العرب والبدو الشرف منك ياعديم الشرف
0,التيار الوطني الحر ميشال عون
0,لك من جهه ان شاء بضل حرقه بقلبك وبلاطه ع صدرك وغصه بزلاعيمك الشيخ سعد ومن جهه تانيه بضل جالطك اللواء عثمان
0,عماد عثمان مش قاريك مش قاريك عماد عثمان وهيدا المجننك
0,ملاين منكم يشتغل بالخليج لو تم ابعادهم كان اكلتوا الحشرات
1,يلعن روحهم كلهم الاسبوع الجاي ان شاء الله
0,نحتاج سليمان فرنجيه رئيس للجمهوريه وفيصل كرامي رئيس حكومه وبري رئيس مجلس النواب وهاب والسيد والشرفاء نواب
1,فشرت ولاك حيوان وهابي كلب ساعتك قريبه يالقيط
0,نحنا مع انو القاتل ياخذ عقابه الي اي جهه وحزب وتيار ومذهب ومرجعيه انتمي وهذا بالنسبه للمرحوم محمد ابو دياب
0,اول حرف من اسمو جبران جرجي باسيل
1,قبل ما يموت كزا واحد من ال سعود رئيسنا ما راح يموت والله ليجننكم ولح تبوسي صرمايه كل سوري ياهبله
1,روح من وجهي ولاك وهابي نجس يلا حقك بلوك تفه
0,مثلها مثل التعديات يلي موجودي علي نهر الجاهليه صح اللا لا
0,مثل الكليشيه وبشكل يومي في حدا بده يعاير التاني بيقوم بيشبهه بالكلب والله اذا حدا شبهني بالكلب بعتبرها مدح شديد
0,الدين العام صار مليار
0,جبران باسيل ساجعل المسيحين في يوم ما ينسون زعامه كميل شمعون وتجربه بشير جميل
0,هالانسان اذا بتقطع عنه البهدله بيختنق هه
0,تراه يحتاج لمقعد جديد
1,هلق السعوديه والامارات مناح حيرتن والله كلن اخري من بعض
1,حيوان مقمل وهابي قذر نجس يلا ولاك علي خيمتك
1,اجا الوقت لقلك ياعقاب صقر انك اجحشن جحش بالعالم
